"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","first_half_frac_time_on_shocked","second_half_frac_time_on_shocked","frac_14","frac_24","frac_34","frac_44","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","left_handedness_14","left_handedness_24","left_handedness_34","left_handedness_44","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","activity_14","activity_24","activity_34","activity_44","activity_shock_color_14","activity_shock_color_24","activity_shock_color_34","activity_shock_color_44","activity_noShock_color_14","activity_noShock_color_24","activity_noShock_color_34","activity_noShock_color_44","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","total_choices_14","correct_choices_14","incorrect_choices_14","total_choices_24","correct_choices_24","incorrect_choices_24","total_choices_34","correct_choices_34","incorrect_choices_34","total_choices_44","correct_choices_44","incorrect_choices_44","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","experiment_by","head_scanned","abs_dev","abs_dev_sex","day"
"45","dgrp362","female","operant_place","blue","R","shock","2","11:00:00","17:46:54","R","B",0.444186944766319,0.496823379923761,0.390294808244195,0.405295315682281,0.588235294117647,0.148298628745556,0.645576407506702,0.444186944766319,0.297798377752028,0.16351229560963,0.333333333333333,0.428571428571428,0.25,1,0,0.5,0,0.693765999773867,0.63157587655487,0.760662828788223,0.685356254010284,0.703139347459132,0.604317427053038,0.597865406646843,0.72397982252702,0.666441126131324,0.661251440492836,0.764231043225444,0.631422747126056,0.635386979126212,0.792684437670647,0.726781900680367,0.549871229515348,0.630554953495681,0.72397982252702,NA,0.612717578805074,0.720750818884576,0.764231043225444,NA,27,20,7,12,9,3,6,4,2,6,5,1,5,5,0,10,6,4,1200,0.0977249224405378,-0.333333333333333,0.575175951447089,NA,0.575175951447089,0.667128945722002,0.535337132613974,6,5,1,300,0.513554987212276,0.2,-0.333333333333333,1,0.871220948517258,NA,0.871220948517258,0.711335987205213,0.876038755155695,8,6,2,6,5,1,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",15,11,4,2,1,1,"goncalo",FALSE,0.20928746251325,0.177008422365606,NA
"46","dgrp362","female","operant_place","blue","L","shock","2","11:00:00","17:46:54","M","G",0.249453516780249,0.236848792884371,0.262295081967213,0.0539714867617108,0.418864097363083,0.384459116302692,0.1344,0.249453516780249,0.503921820753504,0.0903947537610904,0.1,0.230769230769231,-0.142857142857143,0,0.5,-0.333333333333333,0,0.785971607629106,0.799719222199791,0.764386247939273,0.520705764286881,0.87939639063972,0.614624759591971,0.614624759591971,NA,0.745197054822492,0.764791646716525,0.691705403693966,0.943288063316151,0.677475753539443,0.772638776975249,0.755710512286066,0.686047385368815,0.447943498695927,NA,NA,0.80015507566331,0.717634151274489,0.691705403693966,NA,24,15,9,13,9,4,7,5,2,6,4,2,5,2,3,6,4,2,1200,0.275077559462254,0,1.44818454505212,NA,1.44818454505212,1.54534831108368,0.953939035210341,13,8,5,300,0.431122448979592,1,NA,1,0.756759600636373,NA,0.756759600636373,0.87762854888863,0.604692085324013,8,4,4,7,3,4,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",11,6,5,1,1,0,"goncalo",FALSE,0.01455403452718,0.017725005620464,NA
"47","dgrp362","female","operant_place","blue","M","shock","3","11:00:00","17:46:54","M","B",0.0115953109072375,0.0231257941550191,0,0.0463340122199593,0,0,0,0.0115953109072375,0.0569571865443425,0.916029561671764,0.2,0.5,-1,0.5,NA,NA,-1,0.164251951669876,0.214086135871415,0.115373360974342,1.76981297026111,0.116800291952764,1.79355942120787,1.79355942120787,NA,0.111956622365437,0.0889727160611326,0.128725104891697,0.35010664179736,0.066721315711832,0.0859236825915216,0.145186615633494,1.79355942120787,NA,NA,NA,0.113060040531662,0.0688036385713638,0.088802139279305,0.171102880687376,7,4,3,6,3,3,6,3,3,0,0,0,0,0,0,1,1,0,1200,0.297311271975181,0,0.512208370691421,NA,0.512208370691421,0.54595230030205,0.355802343707883,5,2,3,300,0.617929562433298,-1,-1,NA,0.188472778889346,NA,0.188472778889346,0.140283184839201,0.18223686115193,2,1,1,NA,NA,NA,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",1,1,0,NA,NA,NA,"goncalo",FALSE,0.223304171345832,0.255583211493476,NA
"48","dgrp362","female","operant_place","blue","R","shock","3","11:00:00","17:46:54","L","G",0.32740665481331,0.0696315120711563,0.584771573604061,0.139511201629328,0,0.477907567293042,0.691683569979716,0.32740665481331,0.582677165354331,0,0,0,0,0,NA,-1,1,0.304964073111943,0.401996965347544,0.204433352060956,0.233778226457377,0.336502982709071,0.206789591136203,0.206789591136203,NA,0.292522325186711,0.326365596544269,0.203762686282287,0.598411310092987,0.245979845472375,0.217833816790732,0.19103288733118,0.252289134350084,0.216526926454874,NA,NA,0.531818132210669,0.196295971953787,0.203762686282287,NA,13,10,3,7,6,1,7,6,1,0,0,0,4,2,2,2,2,0,1200,0.293174767321613,1,0.381009038152968,NA,0.381009038152968,0.408003436115284,0.326070718733282,3,2,1,300,0.452551020408163,-1,NA,-1,0.271799707144804,NA,0.271799707144804,0.134681763889506,0.330804877722728,3,2,1,1,1,0,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",6,4,2,2,1,1,"goncalo",FALSE,0.0925071725602401,0.0602281324125962,NA
"53","dgrp362","female","operant_place","blue","M","shock","3","11:00:00","17:46:54","R","G",0.0100330200660401,0.0175349428208386,0.00253807106598985,0.035132382892057,0,0,0.0050709939148073,0.0100330200660401,0.1249682499365,0.835534671069342,0.75,0.666666666666667,1,0.666666666666667,NA,NA,1,0.336465385621856,0.396103738117775,0.269884948364126,1.53541395676558,0.26899700393564,1.4325727795933,1.4325727795933,NA,0.268589377282648,0.309922327498487,0.218996156090583,0.541328552652977,0.257322662049288,0.147685153185233,0.39208474354302,1.4325727795933,NA,NA,NA,0.378721294711608,0.236715290697113,0.112067890038831,0.338697423206537,10,6,4,7,4,3,6,4,2,1,0,1,1,1,0,2,1,1,1200,0.0372285418821096,-0.5,0.661239535212748,NA,0.661239535212748,1.09037222007255,0.558637309840652,8,4,4,300,0,0,-1,1,0.329323845747931,NA,0.329323845747931,NA,0.275779582258985,4,3,1,2,2,0,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",3,2,1,2,1,1,"goncalo",FALSE,0.224866462187029,0.257145502334673,NA
"54","dgrp362","female","operant_place","blue","R","shock","3","11:00:00","17:46:54","R","B",0.021345078773505,0.0427118644067797,0,0.0856560163154317,0,0,0,0.021345078773505,0.142639335930883,0.831102829069964,0.5,0.5,NA,0.5,NA,NA,NA,0.28104960693322,0.329553901172938,0.209800774423594,0.860181945153521,0.264955855432043,0.785906709580279,0.785906709580279,NA,0.218371818347817,0.20020340568666,0.212458437259018,0.501329280903003,0.158476795344214,0.11085335749045,0.308748191356737,0.785906709580279,NA,NA,NA,0.255257963185698,0.146939240301412,0.132357008993259,0.292559865524778,4,3,1,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,900,0.419338159255429,-0.555555555555556,0.737374003863039,NA,0.737374003863039,0.489854992700261,0.647691996901014,11,7,4,300,0.306632653061225,0,1,-1,0.524918399779381,NA,0.524918399779381,0.568885566467122,0.370022957565563,4,2,2,2,1,1,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",0,0,0,2,1,1,"goncalo",FALSE,0.213554403479565,0.245833443627208,NA
"55","dgrp362","female","operant_place","blue","L","shock","3","11:00:00","17:46:54","R","G",0.15494030988062,0.239135959339263,0.0708121827411168,0.479124236252546,0,0,0.141480730223124,0.15494030988062,0.145288290576581,0.641097282194564,0.2,0,1,-0.333333333333333,1,NA,1,0.247163907120242,0.267868276674628,0.241171072761001,0.210680922296941,0.246813983726216,0.22809224972616,0.22809224972616,NA,0.218350362470562,0.194738867373281,0.261240303026385,0.352935461015334,0.188519749541755,0.0959820081662107,0.386360137355795,0.22809224972616,NA,NA,NA,0.274674444150565,0.123022218384007,0.17707509172883,0.487520543236202,7,5,2,5,4,1,4,3,1,1,1,0,0,0,0,2,1,1,1200,0.000544662309368192,1,0.30797559438985,NA,0.30797559438985,NA,0.326119081217698,3,2,1,300,0.220918367346939,0,0,NA,0.443609510318564,NA,0.443609510318564,0.483300373630381,0.368191910521781,4,3,1,NA,NA,NA,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",2,1,1,NA,NA,NA,"goncalo",FALSE,0.0799591723724497,0.112238212520094,NA
"56","dgrp362","female","operant_place","blue","M","shock","3","11:00:00","17:46:54","R","G",0.497328244274809,0.603303684879288,0.390983188996434,0.621690427698574,0.585192697768763,0.423565261554088,0.358018386108274,0.497328244274809,0.0391857506361323,0.356106870229008,-0.0256410256410257,-0.166666666666667,0.0370370370370371,-0.142857142857143,-0.2,0.142857142857143,-0.076923076923077,1.25158321318308,1.12326093527499,1.3737069056945,1.13133732264068,1.36680168088103,0.832142912225871,0.793234366304444,1.22502876480697,1.07810275906359,1.07323854461034,NA,1.00355693283,1.23937916683528,1.33531039179107,1.41233898103292,0.669121441801468,0.976818753759059,1.22502876480697,NA,1.08698631103942,1.14056364578578,NA,NA,64,32,32,29,15,14,14,7,7,15,8,7,19,9,10,16,8,8,1200,0.255429162357808,-0.818181818181818,1.19172754342871,NA,1.19172754342871,1.1400632972279,0.771566450591771,19,9,10,300,0.422664624808576,-0.0588235294117647,0.111111111111111,-0.25,1.824131864256,NA,1.824131864256,1.293008903263,1.11313550582417,27,14,13,16,8,8,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",35,17,18,11,6,5,"goncalo",FALSE,0.26242876202174,0.230149721874096,NA
"61","dgrp362","female","operant_place","blue","L","shock","3","11:00:00","17:46:54","R","G",0.391033782067564,0.512325285895807,0.27005076142132,0.0229124236252546,1,0.540375825292026,0,0.391033782067564,0.461899923799848,0.138049276098552,1,1,1,1,NA,1,1,0.163357379741442,0.241742986410178,0.0986224222814152,0.0844580814059258,0.194360638067037,0.0627020253215323,0.0627020253215323,NA,0.158548528001414,0.19069290046511,0.0168557703204876,0.458644780566733,0.0337599129785551,0.147098355950006,0.0501464886128251,0.0566781437196968,0.0595367912191262,NA,NA,0.316360141641459,0.059119030185804,0.0168557703204876,NA,10,8,2,8,6,2,8,6,2,0,0,0,1,1,0,1,1,0,1200,0.449327817993795,0.111111111111111,0.841349231241331,NA,0.841349231241331,0.744546302184203,0.488941955255621,15,11,4,300,0,1,1,NA,0.0405228104765536,NA,0.0405228104765536,NA,0.0405228104765536,2,2,0,NA,NA,NA,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",2,2,0,NA,NA,NA,"goncalo",FALSE,0.156134299814495,0.123855259666851,NA
"62","dgrp362","female","operant_place","blue","M","shock","3","11:00:00","17:46:54","L","G",0.305689611379223,0,0.610913705583756,0,0,0.22143219908583,1,0.305689611379223,0,0.480314960629921,1,NA,1,NA,NA,1,NA,0.268629164757098,0.253330393447764,0.285717056746523,0.143936946464053,0.38644623960971,0.121927021833852,0.130752838427723,0,0.385556790692731,0.336366843042998,0.490617844736421,0.350252301233039,0.146739814732332,0.494751399015036,0.076682714478008,0.273492083906044,0.0991987051322947,0,NA,0.336729494366174,0.322089388334085,0.490617844736421,NA,7,3,4,5,2,3,4,2,2,1,0,1,NA,NA,NA,NA,NA,NA,1200,0,NA,0.36466177968242,NA,0.36466177968242,NA,0.292524337967709,8,4,4,300,0.645940390544707,-0.333333333333333,-0.333333333333333,NA,0.585193764147387,NA,0.585193764147387,0.443077947745069,0.579058672808696,6,3,3,NA,NA,NA,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",2,1,1,NA,NA,NA,"goncalo",FALSE,0.0707901291261532,0.0385110889785093,NA
"63","dgrp362","female","operant_place","blue","R","shock","3","11:00:00","17:46:54","L","G",0.123698247396495,0.0955527318932656,0.152030456852792,0,0.190669371196755,0.304215337734891,0,0.123698247396495,0.342265684531369,0.520701041402083,1,1,1,1,1,1,1,0.382632415072149,0.466069103083662,0.307777822514377,0.45366547643791,0.366112326049968,0.448119129360388,0.448119129360388,NA,0.31984459035103,0.361796413590616,0.274568474108067,0.553023373237327,0.360498951285306,0.273337690865676,0.342217954163077,0.448119129360388,NA,NA,NA,0.462516087669828,0.249088980157412,0.275443235556345,0.272797352163404,7,5,2,4,2,2,3,2,1,1,0,1,2,2,0,1,1,0,1200,0.552740434332989,0,0.578245819907255,NA,0.578245819907255,0.32191586808626,0.480790884845072,13,7,6,300,0.0959183673469388,0.333333333333333,-1,1,0.483046296846225,NA,0.483046296846225,0.802167340656659,0.420733298059679,5,3,2,2,1,1,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",3,3,0,3,2,1,"goncalo",FALSE,0.111201234856575,0.143480275004219,NA
"64","dgrp362","female","operant_place","blue","L","shock","3","11:00:00","17:46:54","R","G",0.84251968503937,0.890470139771283,0.794670050761421,0.780549898167006,1,1,0.589756592292089,0.84251968503937,0.152781305562611,0.000254000508001016,-0.333333333333333,-1,1,-1,NA,NA,1,0.302144010819059,0.242469238873575,0.347923733571944,0.270548268918637,0.450206019719228,0.269991721983443,0.215989986700206,0.328481862964423,0.314914313473756,0.314914313473756,NA,0.278973922110728,0.208716064793891,0.330757968656935,0.365089498486953,0.214663069989845,0.243192540559835,0.33203066579282,0.319018388755365,0.314914313473756,NA,NA,NA,4,3,1,3,2,1,3,2,1,0,0,0,0,0,0,1,1,0,1200,0.123642007242628,-0.666666666666667,0.516398993922694,NA,0.516398993922694,0.902840518537617,0.282653817797827,9,7,2,300,0.0551020408163265,0.5,0,1,0.498568491114493,NA,0.498568491114493,0.807061548499342,0.438302471785954,6,5,1,3,3,0,300,"r1","dgrp362_place_blue_r1_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/female","20231030",1,1,0,3,2,1,"goncalo",FALSE,0.6076202027863,0.575341162638657,NA
"1","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","17:46:54","L","B",0.551054102108204,1,0.102791878172589,1,1,0.205688166582021,0,0.551054102108204,0.0453390906781814,0.39243078486157,-0.666666666666667,NA,-0.666666666666667,NA,NA,-1,0,0.329026210061213,0.225439310448529,0.426869578813646,0.233784900861344,0.437652450084897,0.22803798977366,0.225439310448529,0.223912647027984,0.371760072772539,0.371760072772539,NA,0.223320544074574,0.205181433468184,0.421260778075136,0.432478379552156,0.223320544074574,0.205181433468184,0.223912647027984,NA,0.332646840395816,0.417168289364869,NA,NA,9,7,2,1,0,1,1,0,1,0,0,0,6,5,1,2,2,0,1200,0.252843846949328,-0.6,0.789434583830991,NA,0.789434583830991,0.522744072482795,0.66073414432466,7,5,2,300,0.70765306122449,-0.2,-0.2,NA,0.611853849724856,NA,0.611853849724856,0.47822116526815,0.785344566205084,6,4,2,NA,NA,NA,300,"r1","dgrp362_place_blue_r1_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/male","20231030",8,7,1,NA,NA,NA,"goncalo",FALSE,0.316154619855135,0.34810694907011,NA
"2","dgrp362","male","operant_place","blue","M","shock","1","11:00:00","17:46:54","X",NA,0.291546671184144,0.286779661016949,0.296547054840894,0.138681169272604,0.434459459459459,0.50101557210562,0.0920162381596752,0.291546671184144,0.261561917668982,0.100118583770964,-0.230769230769231,-0.2,-0.25,-0.333333333333333,0,0,-0.5,0.669480880122667,0.585782627448505,0.719357135128112,0.58225751201694,0.809627122958777,0.61789208097966,0.525871982530632,1.07391592381218,0.608473921597673,0.816842077180454,0.584992943115862,0.696929461485385,0.475087609810149,0.661753969544452,0.776960300711772,0.587300879904486,0.480157454252414,1.07391592381218,NA,0.693619923059154,1.11829627565578,0.700423241706159,0.491503940951819,14,8,6,6,3,3,3,2,1,3,1,2,4,2,2,4,3,1,900,0.183040330920372,0.333333333333333,0.433231062768241,NA,0.433231062768241,0.725690375589379,0.229385107459145,4,2,2,300,0.145918367346939,0,NA,0,0.738198237646964,NA,0.738198237646964,0.972084992074737,0.627724648356148,3,2,1,1,1,0,300,"r1","dgrp362_place_blue_r1_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/male","20231030",8,5,3,2,1,1,"goncalo",FALSE,0.0566471889310742,0.0885995181460497,NA
"3","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","17:46:54","L","G",0.0768351536703073,0.144345616264295,0.00939086294416244,0.289205702647658,0,0,0.018762677484787,0.0768351536703073,0.486029972059944,0.430403860807722,-1,-1,-1,-1,NA,-1,-1,0.249711672497319,0.230684175487748,0.249080664163579,0.787294869158956,0.185388648715491,0.821569939771806,0.821569939771806,NA,0.152619450226043,0.101761971005715,0.225021260959339,0.356778656684772,0.108059802747619,0.247831452016985,0.250329876310174,0.821569939771806,NA,NA,NA,0.0641950864162273,0.159058140057289,0.211957995980665,0.244064598350473,6,4,2,3,2,1,3,2,1,0,0,0,1,1,0,2,1,1,1200,1,NA,0.188161318177445,NA,0.188161318177445,0.188161318177445,NA,1,0,1,300,0.139595225739491,0.333333333333333,0.333333333333333,NA,0.342796065448257,NA,0.342796065448257,0.51145953032871,0.228973333383433,5,4,1,NA,NA,NA,300,"r1","dgrp362_place_blue_r1_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/male","20231030",3,2,1,NA,NA,NA,"goncalo",FALSE,0.158064328582762,0.126111999367787,NA
"4","dgrp362","male","operant_place","blue","L","shock","1","11:00:00","17:46:54","L","B",0.15233728187492,0.0686149936467599,0.236405412305336,0.137474541751527,0,0.409344845099035,0.0615700359158543,0.15233728187492,0.820405043943447,0,0.076923076923077,0.2,0,0.2,NA,0,0,0.402438297922561,0.357766153510082,0.447935639195292,0.828732622783337,0.31740959584291,0.563456068056474,0.563456068056474,NA,0.2783939462462,0.244417320201307,0.313128184219284,0.535986187120164,0.175021425698873,0.406184765927163,0.490201955343274,0.563456068056474,NA,NA,NA,0.290531218366049,0.191419576428261,0.300835230246691,0.347095557038292,14,7,7,6,3,3,6,3,3,0,0,0,4,2,2,4,2,2,1200,0.264219234746639,-0.333333333333333,0.456449237603194,NA,0.456449237603194,0.534159053470784,0.340853924339375,4,2,2,300,0,NA,NA,NA,0.22682005294118,NA,0.22682005294118,NA,0.219748342587726,1,1,0,NA,NA,NA,300,"r1","dgrp362_place_blue_r1_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/male","20231030",8,4,4,NA,NA,NA,"goncalo",FALSE,0.0825622003781491,0.0506098711631736,NA
"9","dgrp362","male","operant_place","blue","R","shock","1","11:00:00","17:46:54","M","G",0.0321506340463686,0.034561626429479,0.0296927446423961,0.0692464358452139,0,0,0.0603674540682415,0.0321506340463686,0.331369283975919,0.607147431791982,0.428571428571428,1,0,1,1,0,0,0.475264297836842,0.518202386727843,0.441419521076335,1.19120642600541,0.451703925669408,0.836396291126936,0.836396291126936,NA,0.420572071854099,0.443642877924376,0.37387016104887,0.510714581223571,0.513464489201168,0.536240011946453,0.343308729261197,0.836396291126936,NA,NA,NA,0.442250457775015,0.480664411764698,0.478818391185131,0.242788577163264,9,7,2,5,4,1,2,1,1,3,3,0,2,2,0,2,1,1,1200,0.78076525336091,-1,0.521792313823904,NA,0.521792313823904,0.457637829666233,0.300180495053283,4,3,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r1","dgrp362_place_blue_r1_shock_male","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231030/csv/dgrp362_place_blue_r1_shock/male","20231030",4,3,1,NA,NA,NA,"goncalo",FALSE,0.202748848206701,0.170796518991725,NA
